,,,,,,,,,,,,,,,,
DESIGN NO,OLD VARIANT,CATEGORY,SUB CATEGORY,GENDER,COLLECTION,MULTI SIZE,METAL COLOUR,PORTFOLIO TYPE,SOLITAIRE SLAB_FROM,SOLITAIRE SLAB_TO,SIZE FROM,SIZE TO,PURITY,Color,Last Updation Date,Item Creation Date
DRM8918,RM1174,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.00-1.23,-,33.5,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF8236,RF1809,RING,Female Ring,Female,Generic,9,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,2.50-2.99,9,11,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DEF9007,EF3017,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF8561,RF3005,RING,Female Ring,Female,Generic,12,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.50-0.59,4,20,"10KT,14KT,18KT,9KT",Rose White,4-22-2024,2-21-2024
DRF10210,,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.70-0.79,1,19,18KT,,4-23-2024,4-4-2024
DRF10206,,RING,Female Ring,Female,Generic,13,"Rose,White,White Yellow,Yellow",Divine (DSJ),0.50-0.59,0.50-0.59,4,19,18KT,,4-23-2024,4-4-2024
DRF8549,RF2123,RING,Female Ring,Female,Now & Forever,9,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,1.00-1.23,8,13,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,5-4-2024
DRM10310,,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,14,26,18KT,,,4-22-2024
DRF9180,RF3356,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,10,10,"10KT,14KT,18KT,9KT",,4-22-2024,4-22-2024
DPF9591,PF1249,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF8461,RF2105,RING,Female Ring,Female,Engagement,11,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,19,"10KT,14KT,18KT,9KT",,4-22-2024,3-7-2024
DTennis Bracelets9773,BF1129,WRIST WEAR,Tennis Bracelet,Female,Generic,2.3,"Rose,White,Yellow",Divine (DSJ),,,-,-,"10KT,14KT,18KT,9KT",,4-23-2024,4-23-2024
DRM9368,RM3101,RING,Male Ring,Male,Generic,22,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.00-1.23,17,24,"10KT,14KT,18KT,9KT",,4-23-2024,4-23-2024
DEF9197,EF3168,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DBF10339,,WRIST WEAR,Round Bangles,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.10-0.13,2.4,2.4,18KT,,4-24-2024,4-24-2024
DRF8966,RF3172,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.50-0.59,2.50-2.99,6,17,"10KT,14KT,18KT,9KT",,4-24-2024,4-23-2024
DRF8817,RF3112,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,6,24,"10KT,14KT,18KT,9KT",Yellow,5-13-2024,4-22-2024
DRF9168,RF3305,RING,Female Ring,Female,Ballerina,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,10,17,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,4-22-2024
DCF8895,RF1638,RING,Couple Female Ring,Female,Now & Forever,11,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.30-0.38,1,21,"10KT,14KT,18KT,9KT",Rose,4-22-2024,4-22-2024
DNP8411,NP1122,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Rose,,4-22-2024
DEF8579,EF1273,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,,4-22-2024
DRF10309,,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.90-0.99,4,19,18KT,,4-22-2024,4-22-2024
DRF10312,,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,0.60-0.69,4,19,18KT,,5-3-2024,4-22-2024
DRF9641,RF1452,RING,Female Ring,Female,Generic,7,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,3,12,"10KT,14KT,18KT,9KT",,,5-4-2024
DPF8300,PF6054,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",,,4-22-2024
DEF8989,EF3062,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DRF8547,RF2121,RING,Female Ring,Female,Now & Forever,11,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,1.00-1.23,13,18,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF8561,RF3005,RING,Female Ring,Female,Generic,13,"Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.50-0.59,4,20,"10KT,14KT,18KT,9KT",,,4-22-2024
DEF10347,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,,4-24-2024
DRF9753,RF1652,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,17,"10KT,14KT,18KT,9KT",Rose,4-20-2024,2-21-2024
NRM10182,,RING,Male Ring,Male,Generic,13,"Rose,White,Yellow",Non-Divine (NDSJ),1.50-1.69,1.70-1.99,13,15,18KT,,4-22-2024,4-22-2024
DEF8876,EF3015,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-22-2024
DRF9644,RF1485,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,4-20-2024,3-16-2024
DRF8562,RF3006,RING,Female Ring,Female,Generic,13,"Rose,Rose White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.10-0.13,0.18-0.22,9,16,"10KT,14KT,18KT,9KT",Yellow,4-23-2024,4-23-2024
DMF8792,MF3028,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,4-22-2024,2-21-2024
DRF10313,,RING,Female Ring,Female,Generic,7,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,4,19,18KT,,4-22-2024,4-22-2024
DRF8239,RF1824,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.45-0.49,14,14,"10KT,14KT,18KT,9KT",Yellow,,4-23-2024
DEF10391,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,18KT,,,5-6-2024
DEF10500,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,,5-10-2024
DPF9504,PF1210,NECKWEAR,Female Pendant,Female,Ballerina,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,4-30-2024
DRF8174,RF1690,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,5-14-2024,2-21-2024
DMF8941,MF5000,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",,,5-4-2024
DEF10407,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,18KT,,,5-7-2024
NRM10460,,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Non-Divine (NDSJ),0.70-0.79,0.70-0.79,14,27,18KT,,,5-8-2024
DRM8909,RM1141,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,22,25,"10KT,14KT,18KT,9KT",Yellow,,4-26-2024
DCM8638,CM3024,RING,Couple Male Ring,Male,Now & Forever,19,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.60-0.69,15,26,"10KT,14KT,18KT,9KT",White,5-4-2024,5-4-2024
DEF10446,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.10-0.13,-,-,18KT,,5-7-2024,5-7-2024
DRM10326,,RING,Male Ring,Male,Generic,15,"PT White,Yellow",Divine (DSJ),0.23-0.29,0.70-0.79,14,26,"18KT,950",,,5-13-2024
DEF8864,EF3000,EARRING,Female Earring,Female,Generic,-,"Rose White Rhodium,Yellow White Rhodium",Divine (DSJ),0.14-0.17,0.39-0.44,-,-,"10KT,14KT,18KT,9KT",Rose,4-25-2024,2-21-2024
DRM9249,RM3051,RING,Male Ring,Male,Generic,19,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,1,21,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,4-25-2024
DRF10328,,RING,Female Ring,Female,Generic,13,PT White,Divine (DSJ),0.14-0.17,0.90-0.99,-,-,950,,,4-23-2024
DRF8959,RF3161,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,4-25-2024
DRF9276,RF3417,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,1.00-1.23,4,16,"10KT,14KT,18KT,9KT",Rose,5-13-2024,2-21-2024
DEF10445,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,,5-7-2024
DOBF10449,,WRIST WEAR,Oval Bangle,Female,Generic,2.4,"Rose,Yellow",Divine (DSJ),0.30-0.38,0.30-0.38,-,-,18KT,,,5-7-2024
DPF10441,,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,18KT,,,5-7-2024
DRF8243,RF1832,RING,Female Ring,Female,Beyond Beauty,12,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.50-0.59,4,16,"10KT,14KT,18KT,9KT",,,5-8-2024
DRF8200,RF1781,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,8,19,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,4-30-2024
DEF9012,EF3025,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",Rose,4-25-2024,2-21-2024
DRF8342,RF1937,RING,Female Ring,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",,5-4-2024,5-3-2024
DRM8912,RM1153,RING,Male Ring,Male,Generic,32,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,32,33.5,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,5-4-2024
DRM10488,,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,14,27,18KT,,,5-9-2024
NRM10327,,RING,Male Ring,Male,Generic,28,White,Non-Divine (NDSJ),1.24-1.49,1.24-1.49,28,28,950,,,4-23-2024
DRM10459,,RING,Male Ring,Male,Generic,20,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,0.30-0.38,14,27,18KT,,,5-8-2024
DRF9770,RF1680,RING,Female Ring,Female,Generic,17,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,13,20,"10KT,14KT,18KT,9KT",,5-14-2024,5-14-2024
DRF9988,RF1316,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.50-0.59,15,18,"14KT,18KT,22KT",Yellow,,5-6-2024
DRF8361,RF2013,RING,Female Ring,Female,Beyond Beauty,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.60-0.69,4,16,"10KT,14KT,18KT,9KT",Yellow,,5-13-2024
DPF10479,,NECKWEAR,Female Pendant,Female,Generic,-,Yellow,Divine (DSJ),0.10-0.13,0.14-0.17,-,-,18KT,,,5-8-2024
DRF9751,RF1648,RING,Female Ring,Female,Generic,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Rose,5-4-2024,5-4-2024
DCF8890,CF3061,RING,Couple Female Ring,Female,Now & Forever,11,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Yellow,5-17-2024,5-17-2024
DRF9664,RF1373,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",,,5-4-2024
DMF10379,,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.45-0.49,-,-,18KT,,,5-4-2024
DEF10402,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,18KT,,,5-6-2024
DNK8648,NK3094,NECKWEAR,Necklaces,Female,Generic,16,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,16,16,"10KT,14KT,18KT,9KT",Yellow,5-13-2024,2-21-2024
DRF10509,,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.70-0.79,0.70-0.79,4,19,18KT,,,5-10-2024
DRF9637,RF1419,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,5-14-2024,5-14-2024
DRF9560,RF1238,RING,Female Ring,Female,Generic,9.5,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,9.5,31.5,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,4-30-2024
NEF10534,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Non-Divine (NDSJ),0.10-0.13,0.10-0.13,-,-,18KT,,5-14-2024,5-14-2024
DRM10326,,RING,Male Ring,Male,Generic,18,"PT White,Yellow",Divine (DSJ),0.23-0.29,0.70-0.79,14,26,"18KT,950",,5-10-2024,4-23-2024
DPF9593,PF1251,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.23-0.29,-,-,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,4-20-2024
DRF8680,RF3027,RING,Female Ring,Female,Generic,12,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.18-0.22,2.50-2.99,12,24,"10KT,14KT,18KT,9KT",White,4-24-2024,4-24-2024
DRF9058,RF3196,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,9,16,"10KT,14KT,18KT,9KT",Yellow,5-16-2024,5-16-2024
DBR8907,BF3021,WRIST WEAR,Chain Bracelets,Female,Generic,"7""","Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,5-4-2024
DEF10430,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.45-0.49,-,-,18KT,,,5-7-2024
DRM9257,RM3088,RING,Male Ring,Male,Generic,18,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.50-0.59,18,25,"10KT,14KT,18KT,9KT",Yellow,5-14-2024,5-14-2024
DNP10485,,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,,5-9-2024
DMF8938,MF3055,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Rose,4-26-2024,2-21-2024
DEF8620,EF6086,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,2-21-2024
DRF9641,RF1452,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,3,12,"10KT,14KT,18KT,9KT",Yellow,5-16-2024,5-16-2024
DRM9051,RM1293,RING,Male Ring,Male,Generic,22.5,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.18-0.22,0.70-0.79,20,21,"10KT,14KT,18KT,9KT",Yellow White,,5-6-2024
DRF10356,,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.70-0.79,0.70-0.79,4,19,18KT,,,4-25-2024
DNP10349,,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.10-0.13,-,-,18KT,,,4-24-2024
DBF9951,OBF3066,WRIST WEAR,Round Bangles,Female,Generic,-,,Divine (DSJ),,,,,,,,5-17-2024
DRF10543,,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,4,19,18KT,,,5-17-2024
DMF8668,MF023,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,2-21-2024
DEF10404,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,18KT,,,5-7-2024
DRF9644,RF1485,RING,Female Ring,Female,Generic,13.5,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,5-3-2024,4-20-2024
DPF10486,,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,18KT,,,5-9-2024
DRF8246,RF1841,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,2.00-2.49,15,20,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,5-4-2024
DRF8687,RF3049,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.45-0.49,4,20.5,"10KT,14KT,18KT,9KT",Rose,5-14-2024,5-14-2024
DRF9079,RF3257,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),-,2.50-2.99,-,21,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,4-25-2024
DRF9737,RF1573,RING,Female Ring,Female,Generic,15,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.23-0.29,4,16,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,5-4-2024
DEF9311,EF3253,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",,4-26-2024,4-26-2024
DBF10477,,WRIST WEAR,Round Bangles,Female,Generic,2.4,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.30-0.38,-,-,18KT,,,5-8-2024
DRM9046,RM1287,RING,Male Ring,Male,Generic,21,"Rose White,White,White Rose,White Yellow,Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.23-0.29,22,22,"10KT,14KT,18KT,9KT",Yellow White,5-15-2024,5-7-2024
DRM9154,RM3018,RING,Male Ring,Male,Generic,21,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.10-0.13,2.00-2.49,15.5,21,"10KT,14KT,18KT,9KT",Yellow,4-30-2024,4-30-2024
DRF9062,RF3201,RING,Female Ring,Female,Generic,10,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.30-0.38,12,13,"10KT,14KT,18KT,9KT",Yellow,,5-7-2024
DEF8502,EF1242,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-26-2024,4-26-2024
DOBF8405,OBF6095,WRIST WEAR,Oval Bangle,Female,Generic,2.3,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,0.50-0.59,-,-,"10KT,14KT,18KT,9KT",Yellow,4-26-2024,2-21-2024
DNK8518,NK0006,NECKWEAR,Necklaces,Female,Generic,"18""","Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.14-0.17,-,-,"10KT,14KT,18KT,9KT",Yellow,,4-26-2024
DEF8592,EF1325,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-26-2024,4-26-2024
DNP8417,NP1131,NOSE PIN,Nose Pin,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.60-0.69,-,-,"10KT,14KT,18KT,9KT",Yellow,5-9-2024,5-9-2024
DEF10530,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),-,-,-,-,18KT,,,5-10-2024
DEF10335,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,4-24-2024,4-24-2024
DRF10357,,RING,Female Ring,Female,Generic,5,"Rose,White,Yellow",Divine (DSJ),0.39-0.44,0.39-0.44,4,19,18KT,,,4-26-2024
DRF9383,RF5019,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.90-0.99,4,16,"10KT,14KT,18KT,9KT",Yellow,5-4-2024,5-4-2024
DEF8587,EF1317,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.18-0.22,-,-,"10KT,14KT,18KT,9KT",Yellow,5-2-2024,2-21-2024
DRM8913,RM1154,RING,Male Ring,Male,Generic,18,"Rose,White,Yellow",Divine (DSJ),0.60-0.69,0.60-0.69,18,18,"10KT,14KT,18KT,9KT",,5-9-2024,5-9-2024
DRM9050,RM1291,RING,Male Ring,Male,Generic,25,"Rose,Rose White Rhodium,White,Yellow,Yellow White Rhodium",Divine (DSJ),0.18-0.22,0.50-0.59,23,35,"10KT,14KT,18KT,9KT",Yellow,4-25-2024,4-25-2024
DRF9168,RF3305,RING,Female Ring,Female,Ballerina,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,10,17,"10KT,14KT,18KT,9KT",Yellow,5-17-2024,5-17-2024
DMF8799,MF3035,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,4-26-2024,4-26-2024
DRF8954,RF3155,RING,Female Ring,Female,Generic,17,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.30-0.38,6,17,"10KT,14KT,18KT,9KT",Yellow,,5-16-2024
DEF10435,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,-,-,18KT,,5-7-2024,5-7-2024
DEF10478,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.14-0.17,-,-,18KT,,,5-8-2024
DPF10475,,NECKWEAR,Female Pendant,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.23-0.29,-,-,18KT,,,5-8-2024
DRF8577,RF3022,RING,Female Ring,Female,Generic,9,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),,,4,16,"10KT,14KT,18KT,9KT",White,,5-7-2024
DRF9396,RF6074,RING,Female Ring,Female,Generic,12,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,4,16,"10KT,14KT,18KT,9KT",,,5-13-2024
DEF10437,,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.18-0.22,0.18-0.22,-,-,18KT,,,5-7-2024
DRF10513,,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.50-0.59,0.50-0.59,4,19,18KT,,,5-10-2024
DRF8169,RF1684,RING,Female Ring,Female,Generic,14,"Rose,White,Yellow",Divine (DSJ),0.30-0.38,2.50-2.99,4,16,"10KT,14KT,18KT,9KT",Yellow,5-13-2024,4-16-2024
DNK10539,,NECKWEAR,Necklaces,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.10-0.13,-,-,18KT,,,5-17-2024
DRM9233,RM3029,RING,Male Ring,Male,Generic,22,"Rose White,White Rose,White Yellow,Yellow White",Divine (DSJ),0.23-0.29,0.30-0.38,19,20,"10KT,14KT,18KT,9KT",,,5-7-2024
DNK10331,,NECKWEAR,Necklaces,Female,Generic,17.5,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,0.18-0.22,-,-,18KT,,4-24-2024,4-23-2024
DRF8975,RF3186,RING,Female Ring,Female,Generic,13,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,0.70-0.79,4,16,"10KT,14KT,18KT,9KT",Rose,4-25-2024,4-25-2024
DMF8780,MF3007,NECKWEAR,Mangalsutra,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.23-0.29,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Yellow,5-2-2024,5-2-2024
DRF9656,RF1525,RING,Female Ring,Female,Generic,8,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,4,14,"10KT,14KT,18KT,9KT",Yellow,5-16-2024,5-16-2024
DRM9154,RM3018,RING,Male Ring,Male,Generic,22,"Rose,Rose White Rhodium,White,Yellow,Yellow White,Yellow White Rhodium",Divine (DSJ),0.10-0.13,2.00-2.49,15.5,21,"10KT,14KT,18KT,9KT",White,4-30-2024,2-21-2024
DEF8507,EF1264,EARRING,Female Earring,Female,Generic,-,"Rose,White,Yellow",Divine (DSJ),0.10-0.13,2.50-2.99,-,-,"10KT,14KT,18KT,9KT",Rose,5-14-2024,4-11-2024
DRF9167,RF3304,RING,Female Ring,Female,Ballerina,10,"Rose,White,Yellow",Divine (DSJ),0.14-0.17,0.30-0.38,10,29,"10KT,14KT,18KT,9KT",Rose,5-17-2024,5-17-2024
